■ 성남시 아동수당 지원 가능 가맹점 ,,,,,,
,,,(2018년 7월 기준),,,
소재지,가맹점번호,가맹점명,세부주소,,,
성남시분당구,0100319615,더나은국어,"경기 성남시 분당구 구미로9번길 8,",,,
성남시분당구,0100322767,딜라잇 크레무,"경기 성남시 분당구 정자일로 140,",,,
성남시분당구,0100323120,뿌리와새싹미술학원,"경기 성남시 분당구 불곡로 4,",,,
성남시분당구,0100324110,마포껍데기집,"경기 성남시 분당구 느티로87번길 1,",,,
성남시분당구,0100325232,이원일영어학원,"경기 성남시 분당구 판교로 440 ,",,,
성남시분당구,0100325422,베지박스,"경기 성남시 분당구 쇳골로 66,",,,
성남시분당구,0100330356,파보 엔터테인먼트,"경기 성남시 분당구 정자일로 1,",,,
성남시분당구,0100330687,(주)유먼더스,"경기 성남시 분당구 판교로255번길 58, 304호",,,
성남시분당구,0100331446,탑마을 숲어린이집,"경기 성남시 분당구 야탑로 20,",,,
성남시분당구,0100331776,하누선수,"경기 성남시 분당구 백현로101번길 21,",,,
성남시분당구,0100336270,쥬씨 수내점,"경기 성남시 분당구 불정로 256,",,,
성남시분당구,0100336692,할리스커피,경기도 성남시 분당구 탄천상로151번길 20(구미동),,,
성남시분당구,0100339332,곰브라더스,"경기 성남시 분당구 성남대로331번길 7,",,,
성남시분당구,0100340777,개별화물,"경기 성남시 분당구 궁내로76번길 8,",,,
성남시분당구,0100342153,공차 오리CGV점,"경기 성남시 분당구 탄천상로151번길 20,",,,
성남시분당구,0100342617,예람음악학원,"경기 성남시 분당구 수내로 181,",,,
성남시분당구,0100343342,바움슐레어린이집,"경기 성남시 분당구 탄천로 95,",,,
성남시분당구,0100349646,더모스트 제이(Tht Most J.),"경기 성남시 분당구 운중로233번길 17-4,",,,
성남시분당구,0100350289,연미술심리상담연구소,"경기 성남시 분당구 서판교로 165,",,,
성남시분당구,0100351998,원탑통신,"경기 성남시 분당구 정자일로 25,",,,
성남시분당구,0100355478,H2스토리,"경기 성남시 분당구 성남대로916번길 11,",,,
성남시분당구,0100356054,CNC,경기 성남시 분당구 운중로225번길 48-8,,,
성남시분당구,0100357672,샤앤시앙부티크,"경기 성남시 분당구 정자일로 132 ,",,,
성남시분당구,0100357896,아라국어전문학원,"경기 성남시 분당구 느티로 16,",,,
성남시분당구,0100361252,더벤티 판교하이펙스점,경기도 성남시 분당구 판교역로 230(삼평동),,,
성남시분당구,0100365220,주식회사 희원(분당대찬보습학원),"경기 성남시 분당구 성남대로 381,",,,
성남시분당구,0100365915,블랙스완 프리미엄 네일숍,"경기 성남시 분당구 정자일로232번길 25,",,,
성남시분당구,0100370741,하이꼬꼬 미금점,"경기도 성남시 분당구 정자일로 46(금곡동, 청솔마을)",,,
성남시분당구,0100371194,달콤허니,"경기 성남시 분당구 대왕판교로 286 ,",,,
성남시분당구,0100372523,솔리데오음악교습소,"경기 성남시 분당구 양현로94번길 19,",,,
성남시분당구,0100373497,카툰트리,"경기 성남시 분당구 성남대로926번길 10,",,,
성남시분당구,0100376763,주식회사 펫트너,"경기 성남시 분당구 백현로101번길 13,",,,
성남시분당구,0100377316,분당척병원,경기 성남시 분당구 성남대로 932,,,
성남시분당구,0100377514,별나무미술,"경기 성남시 분당구 내정로173번길 11,",,,
성남시분당구,0100377977,리더스빌,"경기 성남시 분당구 백현로 156,",,,
성남시분당구,0100378215,바르다김선생 판교점,"경기 성남시 분당구 대왕판교로606번길 58 ,",,,
성남시분당구,0100379551,BOheY',"경기 성남시 분당구 수내로 74,",,,
성남시분당구,0100384312,나주곰탕집금계동,"경기 성남시 분당구 대왕판교로 221,",,,
성남시분당구,0100384866,강남교자 서현점,경기도 성남시 분당구 분당로 55(서현동),,,
성남시분당구,0100389196,(주)오진시스,경기도 성남시 분당구 판교로 723(야탑동),,,
성남시분당구,0100391473,리틀코코어린이집,"경기도 성남시 분당구 백현로 234(정자동, 한솔마을)",,,
성남시분당구,0100393149,셀렉토 판교봇들마을점,"경기 성남시 분당구 판교로 375,",,,
성남시분당구,0100404722,칼라미술학원,"경기 성남시 분당구 양현로 126,",,,
성남시분당구,0100405695,보니타화장품,"경기 성남시 분당구 돌마로 80,",,,
성남시분당구,0100406495,장돌이와 하루미,"경기 성남시 분당구 느티로51번길 16-11,",,,
성남시분당구,0100408673,자돌시,경기 성남시 분당구 장미로148번길 3-4,,,
성남시분당구,0100413392,봉구스밥버거 푸른마을점,"경기 성남시 분당구 돌마로356번길 3,",,,
성남시분당구,0100414879,셀브르,"경기 성남시 분당구 새마을로 169,",,,
성남시분당구,0100416122,필우컴,"경기 성남시 분당구 성남대로926번길 12,",,,
성남시분당구,0100418797,키코로와인 주식회사,"경기 성남시 분당구 판교역로 225-15,",,,
성남시분당구,0100421536,K&C(케이앤씨),경기 성남시 분당구 서현동,,,
성남시분당구,0100422096,로렌스플래이스,"경기 성남시 분당구 판교역로50번길 30,",,,
성남시분당구,0100422443,쥬씨 오리점,"경기 성남시 분당구 성남대로 34,",,,
성남시분당구,0100427822,일품국수,"경기 성남시 분당구 방아로 10,",,,
성남시분당구,0100431352,주식회사 파파야엔터테인먼트,"경기 성남시 분당구 판교역로192번길 14-2,",,,
성남시분당구,0100433424,아쯔마루,"경기 성남시 분당구 탄천상로 164 ,",,,
성남시분당구,0100436088,판교태평양약국,"경기 성남시 분당구 분당내곡로 151,",,,
성남시분당구,0100436922,팜시스,"경기 성남시 분당구 성남대로779번길 54,",,,
성남시분당구,0100444298,중고폰매입판매 에코폰 분당점,"경기 성남시 분당구 분당로53번길 9,",,,
성남시분당구,0100444512,도시농(dosinong),경기 성남시 분당구 동원동,,,
성남시분당구,0100447622,스팀펌헤어,"경기 성남시 분당구 성남대로172번길 24,",,,
성남시분당구,0100448109,(주)렛유인,"경기 성남시 분당구 성남대로 69,",,,
성남시분당구,0100448836,네일닥터,"경기 성남시 분당구 판교역로 145,",,,
성남시분당구,0100450410,도란도란,"경기 성남시 분당구 야탑로 239,",,,
성남시분당구,0100452978,다락룸카페,경기도 성남시 분당구 서현로210번길 14,,,
성남시분당구,0100456698,미카도,"경기 성남시 분당구 성남대로343번길 10-6,",,,
성남시분당구,0100462019,루프일레븐,"경기 성남시 분당구 판교역로192번길 16,",,,
성남시분당구,0100463165,서판교소마사고력수학학원,"경기 성남시 분당구 운중로243번길 12,",,,
성남시분당구,0100464403,뱅크라이브,"경기 성남시 분당구 황새울로330번길 18,",,,
성남시분당구,0100464593,쥬얼리퀸,경기도 성남시 분당구 판교로 430,,,
성남시분당구,0100466812,애쉬실용음악교습소,"경기 성남시 분당구 수내로192번길 25,",,,
성남시분당구,0100467521,오덮,"경기 성남시 분당구 판교역로 240 ,",,,
성남시분당구,0100468990,분당W복싱센터 수내점,"경기 성남시 분당구 수내로46번길 33,",,,
성남시분당구,0100469568,한국사회교육원제142010지부,"경기 성남시 분당구 불곡남로 16,",,,
성남시분당구,0100476043,가온국어전문학원,"경기 성남시 분당구 백현로 97,",,,
성남시분당구,0100477694,행꿈마,"경기 성남시 분당구 내정로 170,",,,
성남시분당구,0100481886,씨앤피차앤박코스메틱,"경기 성남시 분당구 황새울로342번길 9,",,,
성남시분당구,0100487735,더샵명품수선,"경기 성남시 분당구 정자일로 121,",,,
성남시분당구,0100491265,한사랑정형외과,"경기 성남시 분당구 내정로17번길 2,",,,
성남시분당구,0100494285,(주)스타럭스 교토가츠규 알파돔시티점,"경기 성남시 분당구 판교역로 145,",,,
성남시분당구,0100496140,(주)티엔에스,"경기 성남시 분당구 성남대로916번길 11,",,,
성남시분당구,0100499938,윤재성어학원,"경기 성남시 분당구 황새울로 324,",,,
성남시분당구,0100499987,주식회사 윤재성영어,"경기 성남시 분당구 황새울로 324,",,,
성남시분당구,0100500792,네스트,"경기 성남시 분당구 불정로 50,",,,
성남시분당구,0100504489,케이투 야탑역점,경기도 성남시 분당구 성남대로925번길 16,,,
성남시분당구,0100505288,NESS(네스),"경기 성남시 분당구 판교역로 10,",,,
성남시분당구,0100505973,주식회사 줄리아,경기 성남시 분당구 백현로 97,,,
성남시분당구,0100507128,주식회사 그랜드코리아,"경기 성남시 분당구 황새울로335번길 8,",,,
성남시분당구,0100509439,양재식당,"경기 성남시 분당구 분당내곡로 151,",,,
성남시분당구,0100513290,실놀이손뜨개,"경기 성남시 분당구 장안로25번길 28,",,,
성남시분당구,0100513969,파인딩포레스트,경기도 성남시 분당구 운중로225번길 30,,,
성남시분당구,0100515394,교대거북곱창,"경기 성남시 분당구 황새울로258번길 32,",,,
성남시분당구,0100515485,정가인테리어,"경기 성남시 분당구 성남대로916번길 5,",,,
성남시분당구,0100518083,셀렉토커피 분당샛별마을점,"경기 성남시 분당구 수내로 181,",,,
성남시분당구,0100518406,세무회계 삼신,"경기 성남시 분당구 야탑로 95 ,",,,
성남시분당구,0100518497,삼교리동치미막국수,"경기 성남시 분당구 대왕판교로 275,",,,
성남시분당구,0100518760,라스파,"경기 성남시 분당구 안양판교로1201번길 161,",,,
성남시분당구,0100521152,이보영의토킹클럽 미금정자학원,"경기 성남시 분당구 미금일로 77,",,,
성남시분당구,0100523950,에스케이플래닛(주),경기 성남시 분당구 판교로 264,,,
성남시분당구,0100524222,주식회사 달콤,"경기 성남시 분당구 분당로 55,",,,
성남시분당구,0100526177,과일킹,"경기 성남시 분당구 돌마로90번길 4,",,,
성남시분당구,0100528223,돈멜,"경기 성남시 분당구 느티로69번길 6-5,",,,
성남시분당구,0100528645,드림아이스,"경기 성남시 분당구 내정로11번길 10-6,",,,
성남시분당구,0100529114,판교알파리움1단지 입주자대표회의,경기 성남시 분당구 대왕판교로606번길 10,,,
성남시분당구,0100530922,주식회사 온더사이드,경기 성남시 분당구 운중로277번길 40-16,,,
성남시분당구,0100532050,정자마트,"경기 성남시 분당구 느티로 67,",,,
성남시분당구,0100534163,퀄트프라자,"경기 성남시 분당구 성남대로916번길 5,",,,
성남시분당구,0100535079,장스이엔아이 피아노교습소,"경기 성남시 분당구 백현로 227,",,,
성남시분당구,0100535145,바디핏요가,"경기 성남시 분당구 장안로 35,",,,
성남시분당구,0100535657,잉글리시에그분당센타,"경기 성남시 분당구 성남대로 393,",,,
성남시분당구,0100542646,락앤웍 서판교점,"경기 성남시 분당구 운중로146번길 23-1,",,,
성남시분당구,0100542992,쥬씨 분당상록점,"경기 성남시 분당구 정자로 78,",,,
성남시분당구,0100543651,린네니아,"경기 성남시 분당구 미금로 177,",,,
성남시분당구,0100544964,인더치,"경기 성남시 분당구 성남대로 393,",,,
성남시분당구,0100545342,주식회사 라온스포츠,"경기 성남시 분당구 황새울로200번길 36,",,,
성남시분당구,0100548353,나이스,"경기 성남시 분당구 성남대로172번길 24,",,,
성남시분당구,0100549658,오리하나로약국,"경기 성남시 분당구 성남대로43번길 11,",,,
성남시분당구,0100550623,라슈크레꼼마,"경기 성남시 분당구 미금로 184,",,,
성남시분당구,0100551225,코코로벤또 애플프라자점,"경기 성남시 분당구 탄천상로151번길 20,",,,
성남시분당구,0100552181,아름빌하우스,"경기 성남시 분당구 황새울로258번길 42 ,",,,
성남시분당구,0100555085,에듀플렉스에듀코치분당이매학원,경기도 성남시 분당구 이매로 47,,,
성남시분당구,0100556661,짱수양꼬치앤짬뽕,경기도 성남시 분당구 성남대로331번길 13,,,
성남시분당구,0100557115,씨유빈(SEE U BEAN),"경기 성남시 분당구 미금로 39,",,,
성남시분당구,0100558501,소화림,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0100562453,칠형제 종합인테리어,"경기 성남시 분당구 내정로165번길 38,",,,
성남시분당구,0100563527,모델 홈,경기 성남시 분당구 궁내로40번길 37-5,,,
성남시분당구,0100563576,주식회사 남풍상회,"경기 성남시 분당구 분당내곡로 151,",,,
성남시분당구,0100563873,라움음악학원,"경기 성남시 분당구 장미로 173,",,,
성남시분당구,0100564608,(주)에이펙스교육,"경기 성남시 분당구 돌마로 478 ,",,,
성남시분당구,0100565837,셀파우등생교실,"경기 성남시 분당구 장미로 101,",,,
성남시분당구,0100567874,해피라이브,"경기 성남시 분당구 정자로 13,",,,
성남시분당구,0100568369,(주)에이디코아,"경기 성남시 분당구 판교로 744,",,,
성남시분당구,0100569482,더 리사(The Risa),"경기 성남시 분당구 운중로166번길 4-18,",,,
성남시분당구,0100571231,참좋은 한의원,"경기 성남시 분당구 미금일로 71,",,,
성남시분당구,0100572098,주식회사 코알라서적,"경기 성남시 분당구 대왕판교로34번길 23,",,,
성남시분당구,0100573054,네일해,"경기 성남시 분당구 정자로 112,",,,
성남시분당구,0100574334,참진짜장짬뽕,"경기 성남시 분당구 야탑로75번길 15,",,,
성남시분당구,0100577535,교촌치킨 정자점,"경기 성남시 분당구 느티로87번길 19,",,,
성남시분당구,0100578988,메고지고,"경기 성남시 분당구 정자일로 240,",,,
성남시분당구,0100584051,나이스당구장,"경기 성남시 분당구 성남대로172번길 24,",,,
성남시분당구,0100584432,이스팀,경기도 성남시 분당구 내정로173번길 11,,,
성남시분당구,0100588235,데드라,"경기 성남시 분당구 돌마로 80,",,,
성남시분당구,0100588433,백만장자 구제샵,"경기 성남시 분당구 성남대로925번길 11 ,",,,
성남시분당구,0100590306,이매 애듀플렉스 심리상담연구소,경기도 성남시 분당구 이매로 47,,,
성남시분당구,0100594431,비바리앤,경기도 성남시 분당구 운중로233번길 20,,,
성남시분당구,0100594647,주식회사 창의샘,"경기 성남시 분당구 서현로 181 ,",,,
성남시분당구,0100594738,크린토피아대우점,"경기 성남시 분당구 판교로 421,",,,
성남시분당구,0100595081,주식회사 대한체육교육,경기도 성남시 분당구 성남대로 69,,,
성남시분당구,0100597574,가야지 원조양평해장국 본점,"경기 성남시 분당구 대왕판교로 23,",,,
성남시분당구,0100600170,이산세무회계,경기도 성남시 분당구 운중로 115,,,
성남시분당구,0100603521,뮤(meu),경기도 성남시 분당구 중앙공원로40번길 4,,,
성남시분당구,0100603638,탐프라이빗짐 분당점,경기도 성남시 분당구 불정로 379,,,
성남시분당구,0100605203,생활맥주야탑점,경기도 성남시 분당구 장미로 86,,,
성남시분당구,0100606474,프로쥬스 판교테크노밸리점,"경기 성남시 분당구 대왕판교로 670,",,,
성남시분당구,0100608074,초록마을 판교도서관점,"경기 성남시 분당구 운중로243번길 14,",,,
성남시분당구,0100609114,세움세무회계,"경기 성남시 분당구 대왕판교로 660,",,,
성남시분당구,0100609734,주식회사 에스와이매니지먼트,"경기 성남시 분당구 황새울로 246,",,,
성남시분당구,0100609783,칸타빌레음악교습소,경기도 성남시 분당구 벌말로 33,,,
성남시분당구,0100611953,"싱싱야채,과일,생선,정육","경기 성남시 분당구 야탑로 106,",,,
성남시분당구,0100613223,월간피자 서판교점,"경기 성남시 분당구 운중로 129,",,,
성남시분당구,0100613629,테이크,"경기 성남시 분당구 판교역로14번길 15 ,",,,
성남시분당구,0100613991,맛있는 옥상,"경기 성남시 분당구 성남대로331번길 8,",,,
성남시분당구,0100615509,백광의약품(주)제약,"경기 성남시 분당구 대왕판교로 660,",,,
성남시분당구,0100617125,빔스,"경기 성남시 분당구 대왕판교로606번길 39,",,,
성남시분당구,0100618461,서판교 롯데리아,"경기 성남시 분당구 운중로 140,",,,
성남시분당구,0100619667,처갓집양념치킨 서현분당점,"경기 성남시 분당구 분당로 212,",,,
성남시분당구,0100620236,준텔레콤,"경기 성남시 분당구 동판교로 92,",,,
성남시분당구,0100623495,동신푸드,"경기 성남시 분당구 내정로129번길 2-1,",,,
성남시분당구,0100623537,신승원 컷앤컷 붙임머리,"경기 성남시 분당구 서현로 184,",,,
성남시분당구,0100627918,아이비전 이스턴 영어어학원,경기 성남시 분당구 정자동,,,
성남시분당구,0100629435,성남프뢰벨(주),"경기 성남시 분당구 판교로592번길 9,",,,
성남시분당구,0100629542,매머드커피 정자역점,"경기 성남시 분당구 성남대로331번길 8,",,,
성남시분당구,0100634054,종원식당,"경기 성남시 분당구 효자길 17,",,,
성남시분당구,0100637396,(주)쿱스토어 분당서현점,"경기 성남시 분당구 중앙공원로40번길 4 ,",,,
성남시분당구,0100638865,아리따움,"경기 성남시 분당구 성남대로926번길 6,",,,
성남시분당구,0100639798,베들레헴,"경기 성남시 분당구 운중로 129,",,,
성남시분당구,0100643188,고베규,"경기 성남시 분당구 대왕판교로 660 ,",,,
성남시분당구,0100644418,친정하동 농산물,경기 성남시 분당구 발이봉남로7번길 3,,,
성남시분당구,0100645217,미작,경기도 성남시 분당구 운중로277번길 50,,,
성남시분당구,0100646397,프랭크서울정자점,경기도 성남시 분당구 백현로144번길 29-1,,,
성남시분당구,0100646470,스시홍,경기도 성남시 분당구 황새울로360번길 28,,,
성남시분당구,0100646736,지코모터스,경기도 성남시 분당구 매화로37번길 8-3,,,
성남시분당구,0100647148,스카이 잉글리쉬,"경기 성남시 분당구 미금일로 21,",,,
성남시분당구,0100650845,(주)쿱스토어 분당정자점,경기 성남시 분당구 정자로 105,,,
성남시분당구,0100650928,여미향망개떡 분당점,"경기 성남시 분당구 성남대로 295,",,,
성남시분당구,0100652544,엔&에스바이오텍,"경기 성남시 분당구 황새울로200번길 26,",,,
성남시분당구,0100656545,포다낭,"경기 성남시 분당구 황새울로360번길 12,",,,
성남시분당구,0100656669,선미네 야채청과,"경기 성남시 분당구 정자로 113 ,",,,
성남시분당구,0100657949,주식회사 코리아버드,"경기 성남시 분당구 판교역로 109,",,,
성남시분당구,0100658046,코믹큐브,"경기 성남시 분당구 느티로77번길 3,",,,
성남시분당구,0100658137,오영필라테스,경기도 성남시 분당구 정자로 2,,,
성남시분당구,0100660299,일상컴퍼니,"경기 성남시 분당구 새마을로177번길 19,",,,
성남시분당구,0100661198,닌자초밥 분당오리점,"경기 성남시 분당구 구미로 16,",,,
성남시분당구,0100661842,블루밍살롱,"경기 성남시 분당구 황새울로258번길 32,",,,
성남시분당구,0100662477,쥬씨 성남야탑동점,"경기 성남시 분당구 벌말로 41,",,,
성남시분당구,0100663368,나무,"경기 성남시 분당구 발이봉로7번길 9-1,",,,
성남시분당구,0100666197,삼양어린이집,"경기 성남시 분당구 판교로 295,",,,
성남시분당구,0100666379,(주)청아,경기 성남시 분당구 궁내동,,,
성남시분당구,0100669514,주식회사 에이치티에스네트웍스,"경기 성남시 분당구 황새울로200번길 36,",,,
성남시분당구,0100670116,뉴스팀,"경기 성남시 분당구 대왕판교로 670,",,,
성남시분당구,0100670355,케이유통,경기도 성남시 분당구 정자일로 25,,,
성남시분당구,0100670538,주식회사 아이러브싸이언스앤매쓰,"경기 성남시 분당구 정자로76번길 7 ,",,,
성남시분당구,0100670793,주식회사 까스텔바쟉 BJ직영판교백현점,"경기 성남시 분당구 판교역로14번길 15 ,",,,
성남시분당구,0100671379,로즈왁싱&테라피,"경기 성남시 분당구 분당내곡로 155,",,,
성남시분당구,0100673193,아이오이,"경기 성남시 분당구 판교역로2번길 5,",,,
성남시분당구,0100673433,가나에프씨 분당점,"경기 성남시 분당구 성남대로779번길 6,",,,
성남시분당구,0100674290,김마리아김밥,"경기 성남시 분당구 내정로166번길 7-6,",,,
성남시분당구,0100678085,우리 이벤트,경기도 성남시 분당구 장미로 139,,,
성남시분당구,0100682871,김서연CST통합치유센터,"경기 성남시 분당구 정자일로 136,",,,
성남시분당구,0100683630,남원추어탕 부추생오리,"경기 성남시 분당구 판교로255번길 9-22,",,,
성남시분당구,0100685858,아이예뻐,"경기 성남시 분당구 중앙공원로40번길 4,",,,
성남시분당구,0100688043,만족오향족발 정자점,"경기 성남시 분당구 성남대로343번길 12-6,",,,
성남시분당구,0100688662,(주)메티스,"경기 성남시 분당구 새나리로 25,",,,
성남시분당구,0100688803,주식회사 인디테이블,"경기 성남시 분당구 동판교로177번길 25 ,",,,
성남시분당구,0100688977,노가리철스,"경기 성남시 분당구 성남대로331번길 9-6,",,,
성남시분당구,0100690866,안골싱싱 표고버섯농원,경기 성남시 분당구 동원동,,,
성남시분당구,0100694108,서울보증보험(주)성남지점 오프라인,"경기 성남시 분당구 야탑로81번길 16,",,,
성남시분당구,0100697382,A플러스  기획사,경기도 성남시 분당구 내정로119번길 31-1,,,
성남시분당구,0100697929,이경자심리상담연구소,"경기 성남시 분당구 미금로 215,",,,
성남시분당구,0100698893,이가네 밥사랑죽사랑,경기도 성남시 분당구 야탑로69번길 3,,,
성남시분당구,0100705433,키즈원,경기 성남시 분당구 정자동,,,
성남시분당구,0100706456,만나반찬,"경기 성남시 분당구 양현로 220,",,,
성남시분당구,0100706498,마포껍데기집,"경기 성남시 분당구 백현로150번길 5,",,,
성남시분당구,0100707157,느티나무 아뜰리에 미술교습소,"경기 성남시 분당구 돌마로 364,",,,
성남시분당구,0100709336,바라보다,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0100709575,바른 정육점,"경기 성남시 분당구 정자일로 55,",,,
성남시분당구,0100709724,황금어장,"경기 성남시 분당구 분당로53번길 14,",,,
성남시분당구,0100710482,주식회사 포웨이이엔씨,"경기 성남시 분당구 탄천상로 164,",,,
성남시분당구,0100710599,(주)하나어패럴,"경기 성남시 분당구 동원로 15,",,,
성남시분당구,0100714997,우디크,"경기 성남시 분당구 운중로 182,",,,
성남시분당구,0100719442,주식회사 포스처360,"경기 성남시 분당구 대왕판교로 660,",,,
성남시분당구,0100719517,(주)선우산업 마이큐브,"경기 성남시 분당구 성남대로 381,",,,
성남시분당구,0100722875,라메종디자인,"경기 성남시 분당구 동판교로52번길 19,",,,
성남시분당구,0100724756,주식회사육남매,경기 성남시 분당구 새마을로 35,,,
성남시분당구,0100725373,레드,"경기 성남시 분당구 느티로 27,",,,
성남시분당구,0100727544,오르비수학학원,경기 성남시 분당구 정자동,,,
성남시분당구,0100727775,올매쓰비스퀘어학원,"경기 성남시 분당구 내정로 29,",,,
성남시분당구,0100730423,스타태권도장,"경기 성남시 분당구 장미로 173,",,,
성남시분당구,0100731793,바바라뷰티,"경기 성남시 분당구 서현로 170,",,,
성남시분당구,0100731850,마블러스영어학원,"경기 성남시 분당구 이매로 51,",,,
성남시분당구,0100732007,인오사카,"경기 성남시 분당구 서현로 170,",,,
성남시분당구,0100733401,분당롯데 본죽앤비빔밥,"경기 성남시 분당구 백현로101번길 12,",,,
성남시분당구,0100737956,제이앤와이어학원,"경기 성남시 분당구 황새울로200번길 26,",,,
성남시분당구,0100738236,미소아이,경기도 성남시 분당구 서현로 184,,,
성남시분당구,0100740265,베베궁레지오이엘씨학원,"경기 성남시 분당구 판교역로14번길 15,",,,
성남시분당구,0100741354,산에는 꽃이피네,경기도 성남시 분당구 야탑로 103,,,
성남시분당구,0100741438,녹원,"경기 성남시 분당구 판교로 445,",,,
성남시분당구,0100747732,선물하기_카카오페이,"경기 성남시 분당구 판교역로 231,",,,
성남시분당구,0100750728,(주)그래디언트,경기도 성남시 분당구 성남대로331번길 3-13,,,
성남시분당구,0100751668,프리미엄매트리스,"경기 성남시 분당구 운중로137번길 14-3,",,,
성남시분당구,0100751767,목련분식,경기 성남시 분당구 야탑동,,,
성남시분당구,0100758754,분홍소풍,경기도 성남시 분당구 운중로125번길 14-11,,,
성남시분당구,0100759778,르네상스,경기도 성남시 분당구 장미로48번길 10,,,
성남시분당구,0100769033,바르고 아름다운 글씨 교습소,"경기 성남시 분당구 미금로 218,",,,
성남시분당구,0100771906,퀸즈,"경기 성남시 분당구 분당로53번길 13,",,,
성남시분당구,0100774645,제이티알 주식회사,경기 성남시 분당구 쇳골로 35-3,,,
성남시분당구,0100775436,장스헤어,"경기 성남시 분당구 성남대로 165,",,,
성남시분당구,0100778307,육일전기,경기도 성남시 분당구 내정로165번길 38,,,
성남시분당구,0100779396,스트라이크존 서현구장,"경기 성남시 분당구 분당로53번길 13 ,",,,
성남시분당구,0100780634,아이비독서실,"경기 성남시 분당구 돌마로366번길 42,",,,
성남시분당구,0100783547,정자초밥,경기도 성남시 분당구 정자일로 197,,,
성남시분당구,0100787795,이훈헤어칼라,"경기 성남시 분당구 황새울로342번길 9,",,,
성남시분당구,0100788645,토스트럭앤카페 정자역점,"경기 성남시 분당구 느티로 27,",,,
성남시분당구,0100791276,라온플라워가든,경기도 성남시 분당구 판교로 430,,,
성남시분당구,0100791581,지니홈메이드 주식회사,경기도 성남시 분당구 서현로237번길 2,,,
성남시분당구,0100794932,(주)블릭스소프트,"경기 성남시 분당구 판교역로 231,",,,
성남시분당구,0100796002,닥터빈스,"경기 성남시 분당구 운중로137번길 14,",,,
성남시분당구,0100797539,부자슈퍼,경기 성남시 분당구 동막로 259,,,
성남시분당구,0100798529,제스의부엌,"경기 성남시 분당구 불정로386번길 10,",,,
성남시분당구,0100798578,써스티몽크 서판교점,"경기 성남시 분당구 운중로243번길 12,",,,
성남시분당구,0100801091,우장군과족보전쟁,"경기 성남시 분당구 느티로87번길 10,",,,
성남시분당구,0100802388,다올테라피,"경기 성남시 분당구 정자일로 121,",,,
성남시분당구,0100804012,보드게임카페 레드버튼 서현점,"경기 성남시 분당구 분당로53번길 19,",,,
성남시분당구,0100805076,주식회사 디자인박스,"경기 성남시 분당구 분당로53번길 9,",,,
성남시분당구,0100807098,종로영품갈비,경기도 성남시 분당구 황새울로258번길 10-9,,,
성남시분당구,0100807163,큐브레인(CubeLane),"경기 성남시 분당구 구미로 60 ,",,,
성남시분당구,0100807478,씨앤에스,"경기 성남시 분당구 성남대로 884-4,",,,
성남시분당구,0100808039,눈송이,"경기 성남시 분당구 벌말로 47 ,",,,
성남시분당구,0100810233,루이아로마,"경기 성남시 분당구 성남대로926번길 6,",,,
성남시분당구,0100810258,파파이스 서판교점,"경기 성남시 분당구 운중로 255,",,,
성남시분당구,0100811256,대치통합영어교습소,"경기 성남시 분당구 판교로 445,",,,
성남시분당구,0100812676,와우독 & 와우캣,"경기 성남시 분당구 불정로 179,",,,
성남시분당구,0100813104,태경속옷,"경기 성남시 분당구 대왕판교로644번길 65,",,,
성남시분당구,0100817808,이가(李家)한의원,"경기 성남시 분당구 야탑로 243,",,,
성남시분당구,0100818053,노란마트,"경기 성남시 분당구 미금일로 22,",,,
성남시분당구,0100820513,(주) 시대인재,"경기 성남시 분당구 정자일로 234,",,,
성남시분당구,0100822253,(주) 시대인재,"경기 성남시 분당구 정자일로 234,",,,
성남시분당구,0100824283,스파머시 정자점,"경기 성남시 분당구 성남대로 385,",,,
성남시분당구,0100826460,초록마을 판교도서관점,"경기 성남시 분당구 운중로243번길 14,",,,
성남시분당구,0100826759,그릴식스 판교점,"경기 성남시 분당구 판교역로 145 ,",,,
성남시분당구,0100827526,김밥킹콩,"경기 성남시 분당구 운중로 123,",,,
성남시분당구,0100828813,빠레뜨 미술교습소,"경기 성남시 분당구 중앙공원로 35,",,,
성남시분당구,0100828995,네일뷰티,"경기 성남시 분당구 미금로 45,",,,
성남시분당구,0100829423,지음아동 발달연구소,"경기 성남시 분당구 서현로210번길 2,",,,
성남시분당구,0100829779,박경준 잭니클라우스,"경기 성남시 분당구 안양판교로1201번길 161 ,",,,
성남시분당구,0100831122,(주)한양아이소리,"경기 성남시 분당구 백현로101번길 25,",,,
성남시분당구,0100831205,바이브린,"경기 성남시 분당구 중앙공원로 17,",,,
성남시분당구,0100831973,이삭토스트(분당수내파크점),"경기 성남시 분당구 내정로166번길 7-6,",,,
성남시분당구,0100833318,나고미,"경기 성남시 분당구 판교역로 230 ,",,,
성남시분당구,0100833672,판교면옥,"경기 성남시 분당구 판교역로 240,",,,
성남시분당구,0100834340,마리앤마사,"경기 성남시 분당구 내정로173번길 11,",,,
성남시분당구,0100835867,SW 텔레콤,경기도 성남시 분당구 정자일로198번길 15,,,
성남시분당구,0100836279,애플프리미엄,"경기 성남시 분당구 탄천상로151번길 20 ,",,,
성남시분당구,0100836980,바오밥키즈카페앤,경기도 성남시 분당구 운중로225번길 14-2,,,
