■ 성남시 아동수당 지원 가능 가맹점 ,,,,,,
,,,(2018년 7월 기준),,,
소재지,가맹점번호,가맹점명,세부주소,,,
성남시분당구,0080377468,생각하는사람수학학원,"경기 성남시 분당구 내정로173번길 49,",,,
성남시분당구,0080378581,떡볶이창고 백현점,"경기 성남시 분당구 동판교로 122,",,,
성남시분당구,0080384266,뮤엠영어학원,"경기 성남시 분당구 구미로 60,",,,
성남시분당구,0080384944,미래팜 대학약국,"경기 성남시 분당구 돌마로 46,",,,
성남시분당구,0080385123,뮤엠영어서당초점교습소,"경기 성남시 분당구 돌마로486번길 7,",,,
성남시분당구,0080385339,총각수산,"경기 성남시 분당구 새마을로 11,",,,
성남시분당구,0080385917,프렌치엘 (Fresnchie L),"경기 성남시 분당구 판교역로14번길 15,",,,
성남시분당구,0080386725,송현멘토해법영어학원,"경기 성남시 분당구 판교로 375,",,,
성남시분당구,0080386931,재테크투자,경기 성남시 분당구 양현로 192,,,
성남시분당구,0080387517,모닝글로리 미금점,경기 성남시 분당구 돌마로90번길 4,,,
성남시분당구,0080388101,피자나라치킨공주율동점,"경기 성남시 분당구 새마을로177번길 81,",,,
성남시분당구,0080391626,awesome nail,"경기 성남시 분당구 불곡남로 10,",,,
성남시분당구,0080393333,콤마스파 (Comma spa),"경기 성남시 분당구 판교역로192번길 14-2,",,,
성남시분당구,0080393465,캔들,"경기 성남시 분당구 성남대로 52,",,,
성남시분당구,0080393812,운중다원,"경기 성남시 분당구 하오개로 276,",,,
성남시분당구,0080398050,마리앤마사,"경기 성남시 분당구 구미로 16,",,,
성남시분당구,0080403397,주샵(JU Shop),"경기 성남시 분당구 미금로 184,",,,
성남시분당구,0080404817,(주)내일엔,"경기 성남시 분당구 백현로 234,",,,
성남시분당구,0080404833,스카이트랙코리아 (SKYTRAK KOREA),"경기 성남시 분당구 미금로22번길 10,",,,
성남시분당구,0080404882,한국종합상사,경기 성남시 분당구 장안로14번길 33,,,
성남시분당구,0080405681,주식회사 포네트,"경기 성남시 분당구 미금일로 75,",,,
성남시분당구,0080407158,(주) 제일푸드시스템(성남정자지점),경기 성남시 분당구 정자동,,,
성남시분당구,0080408057,대박돈까스,"경기 성남시 분당구 야탑로 125,",,,
성남시분당구,0080409766,와플판다,"경기 성남시 분당구 판교역로14번길 20,",,,
성남시분당구,0080411747,르플레르,"경기 성남시 분당구 내정로174번길 42,",,,
성남시분당구,0080412430,에이치에스테크코리아,"경기 성남시 분당구 판교역로 178,",,,
성남시분당구,0080413230,원마트,"경기 성남시 분당구 동판교로 92,",,,
성남시분당구,0080413305,오로라,"경기 성남시 분당구 미금로 45,",,,
성남시분당구,0080414741,여우밥상,"경기 성남시 분당구 야탑로 108,",,,
성남시분당구,0080415151,동양실란트대리점,경기 성남시 분당구 백현로156번길 17-4,,,
성남시분당구,0080415425,파티하우스,"경기 성남시 분당구 새마을로 173,",,,
성남시분당구,0080417132,카페업스테어스(Cafe Upstairs),"경기 성남시 분당구 대왕판교로 660,",,,
성남시분당구,0080422546,파트로 단팥빵,"경기 성남시 분당구 성남대로 165,",,,
성남시분당구,0080422652,블링블링,"경기 성남시 분당구 서현로210번길 20,",,,
성남시분당구,0080426075,신광화물 익스프레스,경기  성남시  분당구  야탑동,,,
성남시분당구,0080427131,설탕,"경기 성남시 분당구 구미로9번길 25,",,,
성남시분당구,0080428170,주식회사 초위스컴퍼니,"경기 성남시 분당구 매화로 45,",,,
성남시분당구,0080428287,반디수학과학학원,"경기 성남시 분당구 돌마로 364,",,,
성남시분당구,0080428832,헤어망고(야탑점),"경기 성남시 분당구 판교로 435,",,,
성남시분당구,0080429558,어반트랜드 미금역점,"경기 성남시 분당구 돌마로 73,",,,
성남시분당구,0080432073,FM모바일,"경기 성남시 분당구 내정로 172,",,,
성남시분당구,0080435324,프리미엄 수학학원,"경기 성남시 분당구 돌마로486번길 40,",,,
성남시분당구,0080436199,느티마트,경기 성남시 분당구 정자동,,,
성남시분당구,0080439300,모로미쿠시 판교점,"경기 성남시 분당구 판교역로192번길 14-2,",,,
성남시분당구,0080439748,류 헤어카페,"경기 성남시 분당구 미금일로 24,",,,
성남시분당구,0080440050,테이블스푼,"경기 성남시 분당구 황새울로214번길 8,",,,
성남시분당구,0080441116,휴투,"경기 성남시 분당구 금곡로23번길 6,",,,
성남시분당구,0080441439,오피제이디아이,경기 성남시 분당구 성남대로331번길 3-9,,,
성남시분당구,0080443211,에덴기업,"경기 성남시 분당구 양현로 507,",,,
성남시분당구,0080446016,고촌 아트센터점,"경기 성남시 분당구 성남대로 808,",,,
성남시분당구,0080451685,뉴트리션핏,"경기 성남시 분당구 황새울로312번길 20,",,,
성남시분당구,0080452394,심리상담센터 봄,"경기 성남시 분당구 서현로210번길 1,",,,
성남시분당구,0080453210,행복한밥상,경기 성남시 분당구 탄천상로 164,,,
성남시분당구,0080454192,미인의원,"경기 성남시 분당구 황새울로360번길 21,",,,
성남시분당구,0080456932,씨앤티 컴퍼니,"경기 성남시 분당구 벌말로40번길 5-1,",,,
성남시분당구,0080459407,주식회사 리온미술학원,"경기 성남시 분당구 성남대로 349,",,,
성남시분당구,0080460108,블루라이브,경기 성남시 분당구 내정로7번길 5-1,,,
성남시분당구,0080461015,주식회사 씨엠에스에듀,"경기 성남시 분당구 성남대로 349,",,,
성남시분당구,0080461981,나티렐진,"경기 성남시 분당구 불정로 361,",,,
성남시분당구,0080464688,커피에반하다,"경기 성남시 분당구 불정로 255,",,,
성남시분당구,0080466725,분당루트학원,"경기 성남시 분당구 내정로166번길 43,",,,
성남시분당구,0080473283,에이보프렙어학원,"경기 성남시 분당구 정자일로213번길 19,",,,
성남시분당구,0080475189,미니부띠끄 판교점,경기 성남시 분당구 판교역로10번길 28,,,
성남시분당구,0080475411,일면식 칼국수,"경기 성남시 분당구 황새울로200번길 9-7,",,,
성남시분당구,0080475635,크린에이드 (백현대림점),"경기 성남시 분당구 판교역로 49,",,,
성남시분당구,0080483332,반포식스 판교역점,"경기 성남시 분당구 판교역로192번길 12,",,,
성남시분당구,0080486244,지니 (GINI) 출판사,"경기 성남시 분당구 성남대로 295,",,,
성남시분당구,0080489354,아모레,"경기 성남시 분당구 성남대로916번길 11,",,,
성남시분당구,0080489412,사고의과정,"경기 성남시 분당구 판교로 440,",,,
성남시분당구,0080496748,구마더,"경기 성남시 분당구 내정로166번길 7-6,",,,
성남시분당구,0080497084,아모레카운셀러,"경기 성남시 분당구 성남대로916번길 11,",,,
성남시분당구,0080498124,엠타워613,경기 성남시 분당구 삼평동,,,
성남시분당구,0080498298,대산인쇄광고기획,"경기 성남시 분당구 돌마로 67,",,,
성남시분당구,0080498330,원할인마트,"경기 성남시 분당구 동판교로 92,",,,
성남시분당구,0080498454,옷가게,경기 성남시 분당구 운중로225번길 4-1,,,
성남시분당구,0080499221,파나틱,경기 성남시 분당구 동판교로52번길 13,,,
성남시분당구,0080500838,스터디포스 주식회사,경기 성남시 분당구 방아로23번길 21,,,
성남시분당구,0080510456,비어스탑,경기 성남시 분당구 돌마로366번길 42,,,
성남시분당구,0080511041,유진,"경기 성남시 분당구 성남대로 934,",,,
성남시분당구,0080511637,Looks Moa(룩스 모아),"경기 성남시 분당구 장미로 55,",,,
성남시분당구,0080514029,분당 야탑 도장,"경기 성남시 분당구 벌말로40번길 3,",,,
성남시분당구,0080514300,수꼬치,경기 성남시 분당구 운중로138번길 28-7,,,
성남시분당구,0080514326,굿모닝펫 유치원,경기 성남시 분당구 불곡로13번길 1,,,
성남시분당구,0080516701,스토리,"경기 성남시 분당구 정자일로 27,",,,
성남시분당구,0080517758,베베가든,"경기 성남시 분당구 운중로188번길 9,",,,
성남시분당구,0080518822,성민샵,"경기 성남시 분당구 동판교로 156,",,,
성남시분당구,0080520406,JW멀티샵,"경기 성남시 분당구 백현로 100,",,,
성남시분당구,0080520612,힐링,"경기 성남시 분당구 황새울로335번길 8,",,,
성남시분당구,0080522345,파란헤어,"경기 성남시 분당구 판교역로10번길 26,",,,
성남시분당구,0080523749,오쭈닭포차,경기 성남시 분당구 수내1동,,,
성남시분당구,0080527245,아이푸드스쿨(주),경기 성남시 분당구 장미로132번길 3-4,,,
성남시분당구,0080527344,유진뷰티,"경기 성남시 분당구 판교로 430,",,,
성남시분당구,0080527641,에스엠 인터내셔날,"경기 성남시 분당구 운중로225번길 14-1,",,,
성남시분당구,0080528706,(주)지오스토리,경기 성남시 분당구 궁내로7번길 13-1,,,
성남시분당구,0080530223,펜트리,"경기 성남시 분당구 정자일로 120,",,,
성남시분당구,0080532781,주식회사 씨엠에스에듀,"경기 성남시 분당구 성남대로 349,",,,
성남시분당구,0080534084,(주)엠브레스마인드심리상담센터분당본점,"경기 성남시 분당구 정자일로 248,",,,
성남시분당구,0080535206,준헤어샵,"경기 성남시 분당구 양현로94번길 11,",,,
성남시분당구,0080535305,학사보습학원,"경기 성남시 분당구 양현로94번길 9,",,,
성남시분당구,0080535321,박세니,"경기 성남시 분당구 황새울로200번길 32,",,,
성남시분당구,0080536634,판교엑시엄수학학원,"경기 성남시 분당구 운중로 239,",,,
성남시분당구,0080539752,모코펍,"경기 성남시 분당구 성남대로926번길 6,",,,
성남시분당구,0080542145,(주) SJ소울,경기 성남시 분당구 야탑동,,,
성남시분당구,0080543580,노블클래식의원,"경기 성남시 분당구 성남대로926번길 6,",,,
성남시분당구,0080545601,모랑 정자역점,"경기 성남시 분당구 정자로 144,",,,
성남시분당구,0080548779,WalWal(왈왈),"경기 성남시 분당구 황새울로258번길 43,",,,
성남시분당구,0080551120,K크린 용인,"경기 성남시 분당구 장미로 193,",,,
성남시분당구,0080552136,네네치킨 정자2호점,"경기 성남시 분당구 정자로 143,",,,
성남시분당구,0080553779,신전떡볶이(미금점),"경기 성남시 분당구 돌마로 79,",,,
성남시분당구,0080553993,주식회사 선다이닝,"경기 성남시 분당구 성남대로172번길 12,",,,
성남시분당구,0080554611,퍼플레인,경기 성남시 분당구 대왕판교로606번길 45,,,
성남시분당구,0080554744,홍,"경기 성남시 분당구 내정로165번길 38,",,,
성남시분당구,0080555790,291키친factory,"경기 성남시 분당구 대왕판교로 336,",,,
성남시분당구,0080555972,에이앤씨,경기 성남시 분당구 새마을로 27,,,
성남시분당구,0080566474,도피오커피 탄천종합운동장점,"경기 성남시 분당구 탄천로 215,",,,
성남시분당구,0080571375,판교정한의원,"경기 성남시 분당구 판교역로192번길 16,",,,
성남시분당구,0080571466,주식회사 다원교육,"경기 성남시 분당구 내정로 167,",,,
성남시분당구,0080571474,만복정,"경기 성남시 분당구 동원로 3,",,,
성남시분당구,0080572225,오투원룸텔,"경기 성남시 분당구 돌마로 73,",,,
성남시분당구,0080572688,트리메드,"경기 성남시 분당구 성남대로331번길 7,",,,
성남시분당구,0080573348,카쯔야 미금점 아크랜드서비스코리아 (주),"경기 성남시 분당구 성남대로 151,",,,
성남시분당구,0080579006,슈퍼커피 판교삼환하이펙스,경기 성남시 분당구 판교역로 230,,,
성남시분당구,0080579261,규도예공방,경기 성남시 분당구 분당동,,,
성남시분당구,0080586415,블럭에듀 (서현),"경기 성남시 분당구 중앙공원로39번길 7,",,,
성남시분당구,0080587751,찌마기,"경기 성남시 분당구 미금일로74번길 11,",,,
성남시분당구,0080588502,비틀주스,"경기 성남시 분당구 대왕판교로 670,",,,
성남시분당구,0080590516,콩싹,"경기 성남시 분당구 황새울로200번길 9-7,",,,
성남시분당구,0080591274,랩스 (The RAPS),"경기 성남시 분당구 야탑로 28,",,,
성남시분당구,0080593411,네일바이모모,"경기 성남시 분당구 운중로 129 ,",,,
성남시분당구,0080594427,지코넷,경기 성남시 분당구 매화로37번길 8-3,,,
성남시분당구,0080594443,위윈 영어수학학원,"경기 성남시 분당구 양현로94번길 21,",,,
